"year","month","temperature"
2011,"Листопад",2.4
2012,"Листопад",4.6
2013,"Листопад",6.4
2014,"Листопад",1.7
1812,"Грудень",-9.4
1813,"Грудень",-2.8
1814,"Грудень",0.4
1815,"Грудень",-6.6
1816,"Грудень",-4.8
1817,"Грудень",-2.2
1818,"Грудень",-6.3
1819,"Грудень",-7.8
1820,"Грудень",-6.2
1821,"Грудень",0.4
1822,"Грудень",-3.8
1823,"Грудень",0.7
1824,"Грудень",1.9
1825,"Грудень",-1.6
1826,"Грудень",0.3
1827,"Грудень",-2.8
1828,"Грудень",-7
1829,"Грудень",-10.9
1830,"Грудень",-0.5
1831,"Грудень",-6.5
1832,"Грудень",-8.7
1833,"Грудень",-3
1834,"Грудень",-2.9
1835,"Грудень",-9.1
1836,"Грудень",-1.5
1837,"Грудень",-8.9
1838,"Грудень",-3.9
1839,"Грудень",-10.2
1840,"Грудень",-10.8
1841,"Грудень",-1.7
1842,"Грудень",-0.2
1843,"Грудень",-0.1
1844,"Грудень",-9
1845,"Грудень",-1.1
1847,"Грудень",-6.5
1851,"Грудень",-0.3
1852,"Грудень",-0.2
1853,"Грудень",-5.3
1854,"Грудень",-1
1855,"Грудень",-10.8
1856,"Грудень",0.1
1857,"Грудень",-0.7
1858,"Грудень",-4
1859,"Грудень",-4
1860,"Грудень",-4.4
1861,"Грудень",-6.1
1862,"Грудень",-11.8
1863,"Грудень",-3.7
1864,"Грудень",-8.7
1865,"Грудень",-3.1
1866,"Грудень",-3.7
1867,"Грудень",-5.8
1868,"Грудень",-1.9
1869,"Грудень",-1.5
1870,"Грудень",-8.6
1871,"Грудень",-4.4
1872,"Грудень",-2.3
1873,"Грудень",-0.8
1874,"Грудень",0.6
1875,"Грудень",-10.9
1876,"Грудень",-9.4
1877,"Грудень",-4.7
1878,"Грудень",-1.7
1879,"Грудень",-8.9
1880,"Грудень",-2.9
1881,"Грудень",-4.9
1882,"Грудень",-5.6
1883,"Грудень",-3.7
1884,"Грудень",0.4
1885,"Грудень",-3.5
1886,"Грудень",0.9
1887,"Грудень",-1.3
1888,"Грудень",-7.3
1889,"Грудень",-6.2
1890,"Грудень",-11.9
1891,"Грудень",-1.8
1892,"Грудень",-5.6
1893,"Грудень",-2.9
1894,"Грудень",-3.9
1895,"Грудень",-8.2
1896,"Грудень",-3.5
1897,"Грудень",-5.1
1898,"Грудень",0.7
1899,"Грудень",-8.3
1900,"Грудень",-0.3
1901,"Грудень",0
1902,"Грудень",-8.2
1903,"Грудень",-4.6
1904,"Грудень",-1.2
1905,"Грудень",-2.4
1906,"Грудень",-2.9
1907,"Грудень",-6
1908,"Грудень",-7.2
1909,"Грудень",-0.8
1910,"Грудень",-0.8
1911,"Грудень",-4.1
1912,"Грудень",0.2
1913,"Грудень",0.2
1914,"Грудень",-1.4
1915,"Грудень",-1.7
1916,"Грудень",-2.3
1917,"Грудень",-3.9
1918,"Грудень",-2.9
1919,"Грудень",-3.7
1920,"Грудень",-5.7
1921,"Грудень",-5.9
1922,"Грудень",-1.7
1923,"Грудень",-3.5
1924,"Грудень",-5
1925,"Грудень",-4.2
1926,"Грудень",-2.7
1927,"Грудень",-9.2
1928,"Грудень",-2.6
1929,"Грудень",-1.7
1930,"Грудень",-5.8
1931,"Грудень",-3.7
1932,"Грудень",0.1
1933,"Грудень",-9.4
1934,"Грудень",-6.8
1935,"Грудень",-1.2
1936,"Грудень",-1.2
1937,"Грудень",-2
1938,"Грудень",-6.7
1939,"Грудень",-3.2
1940,"Грудень",-5.7
1941,"Грудень",-5.7
1942,"Грудень",-3.3
1943,"Грудень",-3
1944,"Грудень",-4.1
1945,"Грудень",-4.8
1946,"Грудень",-5.8
1947,"Грудень",-0.4
1948,"Грудень",-5.3
1949,"Грудень",0
1950,"Грудень",-0.7
1951,"Грудень",-0.4
1952,"Грудень",-3.1
1953,"Грудень",-3.7
1954,"Грудень",-1.8
1955,"Грудень",-3.1
1956,"Грудень",-3.3
1957,"Грудень",-3.3
1958,"Грудень",-0.5
1959,"Грудень",-5.1
1960,"Грудень",2.8
1961,"Грудень",-3.8
1962,"Грудень",-4
1963,"Грудень",-7
1964,"Грудень",0
1965,"Грудень",0.2
1966,"Грудень",-3.5
1967,"Грудень",-4.5
1968,"Грудень",-3.4
1969,"Грудень",-6.5
1970,"Грудень",-2
1971,"Грудень",0.9
1972,"Грудень",-0.5
1973,"Грудень",-2.6
1974,"Грудень",0.4
1975,"Грудень",-1.3
1976,"Грудень",-0.8
1977,"Грудень",-4.3
1978,"Грудень",-6.1
1979,"Грудень",-0.1
1980,"Грудень",-1.3
1981,"Грудень",-1.5
1982,"Грудень",2.2
1983,"Грудень",-1.4
1984,"Грудень",-5
1985,"Грудень",-1.3
1986,"Грудень",-3.5
1987,"Грудень",-3
1988,"Грудень",-3.1
1989,"Грудень",-0.2
1990,"Грудень",-2.3
1991,"Грудень",-2.8
1992,"Грудень",-3.6
1993,"Грудень",-0.2
1994,"Грудень",-3.4
1995,"Грудень",-5.4
1996,"Грудень",-3.9
1997,"Грудень",-4.2
1998,"Грудень",-5.1
1999,"Грудень",-0.2
2000,"Грудень",1.3
2001,"Грудень",-7.3
2002,"Грудень",-8.4
2003,"Грудень",-0.6
2004,"Грудень",0.1
2005,"Грудень",-1
2006,"Грудень",2.4
2007,"Грудень",-0.9
2008,"Грудень",-0.6
2009,"Грудень",-3.2
2010,"Грудень",-4.2
2011,"Грудень",2.2
2012,"Грудень",-5
2013,"Грудень",-0.2
2014,"Грудень",-2.1
